poi_id,name,latitude,longitude,poi_type,category_detail,vibe,avg_cost,simulated_rating,dwell_time_minutes,popularity_score,opening_time,closing_time,time_block_suitability,is_central
402,Nhà Hàng Thanh Thìn,10.7676305,106.7000487,Food_Dining,restaurant,Chill,201524,3.87,78,0.594,07:00,23:00,"afternoon,evening",True
403,Nhà Hàng Chay Hương Sen,10.7691582,106.6912982,Food_Dining,restaurant,Chill,150364,4.56,94,0.826,07:00,23:00,"afternoon,evening",True
404,Cà Phê Bike,10.7801585,106.6796374,Food_Dining,cafe,Chill,44146,4.27,32,0.437,07:00,23:00,"afternoon,evening",False
405,Siêu Thị C&C,10.7666709,106.6877461,Shopping_Commerce,shop:supermarket,Local,67952,4.53,44,0.528,06:00,22:00,"morning,afternoon,evening",False
406,Nhà Hàng D'Green Salad Food Drink,10.769733,106.693061,Food_Dining,restaurant,Chill,344383,3.62,89,0.597,07:00,23:00,"afternoon,evening",True
407,Nhà Hàng Chabad Vietnam,10.7892923,106.7014657,Food_Dining,restaurant:schnitzel;_falafel,Chill,249151,4.09,96,0.427,07:00,23:00,"afternoon,evening",False
408,Street Food Market,10.7736896,106.6975615,Shopping_Commerce,shop:supermarket,Local,48406,3.73,72,0.58,06:00,22:00,"morning,afternoon,evening",True
409,Quán Bar Biacraft,10.8037057,106.7345314,Food_Dining,bar,Party,201523,4.08,33,0.375,18:00,02:00,night,False
410,Cà Phê Zoom,10.7669277,106.6941435,Food_Dining,cafe,Chill,85882,3.64,89,0.808,07:00,23:00,"afternoon,evening",True
411,Pizza Hut,10.7669066,106.6941815,Food_Dining,restaurant:pizza,Chill,314722,3.75,98,0.622,07:00,23:00,"afternoon,evening",True
412,Pizza Hut,10.7807736,106.6982429,Food_Dining,restaurant:pizza,Chill,238974,3.58,66,0.396,07:00,23:00,"afternoon,evening",False
413,Pizza Hut,10.7770084,106.6811613,Food_Dining,restaurant:pizza,Chill,244446,4.21,74,0.5,07:00,23:00,"afternoon,evening",False
414,Pizza Hut,10.8132735,106.6656021,Food_Dining,restaurant:pizza,Chill,171717,3.82,71,0.365,07:00,23:00,"afternoon,evening",False
415,Pizza Hut,10.7641929,106.6824701,Food_Dining,restaurant:pizza,Chill,291743,4.69,77,0.335,07:00,23:00,"afternoon,evening",False
416,Pizza Hut,10.7875158,106.6633102,Food_Dining,restaurant:pizza,Chill,267142,4.21,84,0.492,07:00,23:00,"afternoon,evening",False
417,Pizza Hut,10.7633997,106.6679121,Food_Dining,restaurant:pizza,Chill,348969,3.97,120,0.453,07:00,23:00,"afternoon,evening",False
418,Pizza Hut,10.7619691,106.6706034,Food_Dining,restaurant:pizza,Chill,316059,4.71,105,0.272,07:00,23:00,"afternoon,evening",False
419,Pizza Hut,10.7953131,106.7095937,Food_Dining,restaurant:pizza,Chill,211349,4.53,78,0.311,07:00,23:00,"afternoon,evening",False
420,Cà Phê Juicy,10.7859961,106.7008788,Food_Dining,cafe,Chill,118018,3.66,78,0.529,07:00,23:00,"afternoon,evening",False
421,Cà Phê Passio,10.7856401,106.7009163,Food_Dining,cafe,Chill,48408,4.29,44,0.493,07:00,23:00,"afternoon,evening",False
422,Cà Phê Stop,10.7857002,106.7005878,Food_Dining,cafe,Chill,69748,4.0,56,0.346,07:00,23:00,"afternoon,evening",False
423,Bảo Tàng FITO,10.7762825,106.6719677,Culture_History,museum,Culture,186110,4.64,103,0.555,08:00,17:00,"morning,afternoon",False
424,Nhà Hàng Saigon Green House,10.7724714,106.6958298,Food_Dining,restaurant,Chill,242422,3.55,81,0.638,07:00,23:00,"afternoon,evening",True
425,Tara & Kys Art Gallery,10.7764073,106.7048655,Culture_History,other,Local,134568,3.97,58,0.686,06:00,22:00,"morning,afternoon,evening",True
426,Trung Tâm Mua Sắm Sài Gòn Square 3,10.7858096,106.6944333,Shopping_Commerce,shop:supermarket,Local,117375,4.41,80,0.257,06:00,22:00,"morning,afternoon,evening",False
427,Cà Phê MyLife,10.76423,106.6923359,Food_Dining,cafe,Chill,85478,3.92,44,0.821,07:00,23:00,"afternoon,evening",True
428,Cà Phê Nguyễn Hoàng,10.7716515,106.695367,Food_Dining,cafe,Chill,107947,4.65,35,0.716,07:00,23:00,"afternoon,evening",True
429,Cà Phê Three O’clock,10.7553326,106.6818593,Food_Dining,cafe,Chill,78527,4.73,64,0.524,07:00,23:00,"afternoon,evening",False
430,Nhà Hàng Asian Kitchen,10.7683337,106.6940202,Food_Dining,restaurant:vietnamese;local;regional,Chill,282995,4.45,91,0.58,07:00,23:00,"afternoon,evening",True
431,Nhà Hàng Sando's,10.7681633,106.6944511,Food_Dining,restaurant:vietnamese;sandwich;regional;local,Chill,323267,3.5,97,0.732,07:00,23:00,"afternoon,evening",True
432,Cà Phê Hoàng Gia,10.8082482,106.7087778,Food_Dining,cafe,Chill,98998,3.97,75,0.394,07:00,23:00,"afternoon,evening",False
433,Cà Phê Xe,10.7867661,106.6748547,Food_Dining,cafe,Chill,96156,4.72,71,0.313,07:00,23:00,"afternoon,evening",False
434,Cà Phê Tina,10.8083422,106.7086912,Food_Dining,cafe,Chill,102859,4.38,49,0.522,07:00,23:00,"afternoon,evening",False
435,POI_4151397889,10.7762035,106.6921817,Food_Dining,cafe,Chill,104010,4.16,76,0.687,07:00,23:00,"afternoon,evening",True
436,Starbucks,10.7675184,106.6938961,Food_Dining,cafe,Chill,111392,4.48,46,0.721,07:00,23:00,"afternoon,evening",True
437,Nhà Hàng Saigon Garden,10.7755232,106.702529,Food_Dining,restaurant,Chill,195226,3.58,73,0.623,07:00,23:00,"afternoon,evening",True
438,Nhà Hàng Lamenda,10.7740352,106.6970177,Food_Dining,restaurant,Chill,351481,4.53,64,0.664,07:00,23:00,"afternoon,evening",True
439,Tous les Jours,10.7740844,106.7005221,Food_Dining,cafe,Chill,59966,3.65,84,0.795,07:00,23:00,"afternoon,evening",True
440,Nhà Hàng Propaganda Saigon Bistro,10.778708,106.6980884,Food_Dining,restaurant:sandwich,Chill,201325,3.94,91,0.808,07:00,23:00,"afternoon,evening",True
441,Cà Phê Oasis,10.814067,106.6803516,Food_Dining,cafe,Chill,115279,4.59,80,0.443,07:00,23:00,"afternoon,evening",False
442,Tiệm Mì Huê Ký,10.7572242,106.6583557,Food_Dining,restaurant,Chill,230788,4.74,100,0.478,07:00,23:00,"afternoon,evening",False
443,Cà Phê Tiny's,10.7682783,106.6944886,Food_Dining,cafe,Chill,68806,4.67,53,0.648,07:00,23:00,"afternoon,evening",True
444,Nhà Hàng Hummus And Grill Lebanese,10.7684387,106.6942563,Food_Dining,restaurant:middle_eastern,Chill,200081,3.8,76,0.69,07:00,23:00,"afternoon,evening",True
445,Nhà Hàng Cycloresto,10.7721513,106.6936449,Food_Dining,restaurant,Chill,242653,3.99,120,0.622,07:00,23:00,"afternoon,evening",True
446,Quán Cơm Đo Đo,10.7698049,106.6867841,Food_Dining,restaurant,Chill,312613,4.22,113,0.425,07:00,23:00,"afternoon,evening",False
447,The Workshop Coffee,10.7734061,106.7055391,Food_Dining,cafe,Chill,70137,4.17,48,0.608,07:00,23:00,"afternoon,evening",True
448,Nhà Hàng The Lunch Lady,10.7915811,106.7042222,Food_Dining,restaurant,Chill,294829,3.96,67,0.385,07:00,23:00,"afternoon,evening",False
449,Cà Phê Sorrento,10.778698,106.6746396,Food_Dining,cafe,Chill,114050,4.46,65,0.527,07:00,23:00,"afternoon,evening",False
450,POI_4220779696,10.7676873,106.6743947,Culture_History,other,Local,108319,3.51,72,0.476,06:00,22:00,"morning,afternoon,evening",False
451,Quán Bia Ngoài Trời HOPS,10.7848414,106.6961927,Food_Dining,bar,Party,292911,3.81,89,0.336,18:00,02:00,night,False
452,Nhà Hàng Trung Hoa Saigon 3,10.7746583,106.6886013,Food_Dining,restaurant:chinese,Chill,268641,4.4,87,0.269,07:00,23:00,"afternoon,evening",False
453,Cà phê C4,10.7946597,106.7372919,Food_Dining,cafe,Chill,71865,4.28,88,0.338,07:00,23:00,"afternoon,evening",False
454,Sàn Art,10.7899039,106.7099257,Culture_History,attraction,Local,143331,4.33,65,0.418,06:00,22:00,"morning,afternoon,evening",False
455,Cà Phê Bike Việt Nam,10.800023,106.7227392,Food_Dining,cafe,Chill,57595,3.55,71,0.322,07:00,23:00,"afternoon,evening",False
456,Lạc Thảo Quán Bình Dân,10.751774,106.71409,Food_Dining,restaurant:vietnamese,Chill,335264,4.19,73,0.258,07:00,23:00,"afternoon,evening",False
457,Zara,10.7776448,106.702377,Shopping_Commerce,shop:clothes,Local,162994,4.36,73,0.758,06:00,22:00,"morning,afternoon,evening",True
458,Nhà Hàng The Elbow Room,10.771263,106.7024191,Food_Dining,restaurant:american;pasta,Chill,206415,4.11,75,0.77,07:00,23:00,"afternoon,evening",True
459,Cà Phê Trầm,10.7965646,106.6777741,Food_Dining,cafe,Chill,76162,3.98,79,0.53,07:00,23:00,"afternoon,evening",False
460,Nhà Hàng L'usine,10.7731015,106.6994604,Food_Dining,restaurant,Chill,316139,3.55,74,0.748,07:00,23:00,"afternoon,evening",True
461,Nhà Hàng My Bahn Mi,10.7794971,106.7005803,Food_Dining,restaurant,Chill,386355,3.77,95,0.598,07:00,23:00,"afternoon,evening",True
462,Tượng Mary,10.77215,106.7108067,Culture_History,attraction,Local,166143,4.79,42,0.454,06:00,22:00,"morning,afternoon,evening",False
463,Loving Hut,10.7894669,106.6953972,Food_Dining,restaurant:international,Chill,215312,3.92,86,0.454,07:00,23:00,"afternoon,evening",False
464,Chả Cá Lã Vọng,10.773666,106.7025664,Food_Dining,restaurant,Chill,245247,4.12,100,0.608,07:00,23:00,"afternoon,evening",True
465,Cửa Hàng Thời Trang Gingko,10.7683516,106.693626,Shopping_Commerce,shop:clothes,Local,137399,4.03,52,0.742,06:00,22:00,"morning,afternoon,evening",True
466,Cửa Hàng Thời Trang Mayhem Saigon,10.7816612,106.7054831,Shopping_Commerce,shop:clothes,Local,99600,3.81,89,0.26,06:00,22:00,"morning,afternoon,evening",False
467,95 Quán,10.769364,106.702701,Food_Dining,bar,Party,389564,3.93,31,0.656,18:00,02:00,night,True
468,Cà Phê La Fenetre Soleil,10.7773999,106.7003456,Food_Dining,cafe,Chill,81757,4.58,80,0.736,07:00,23:00,"afternoon,evening",True
469,Burger King,10.7946773,106.650299,Food_Dining,fast_food,Local,86695,4.23,68,0.48,06:00,22:00,"morning,afternoon,evening",False
470,Nhà Hàng Cà Phê Hồ Chí Minh,10.7696927,106.6977556,Food_Dining,restaurant,Chill,326641,4.54,71,0.728,07:00,23:00,"afternoon,evening",True
471,Cà Phê Bookworm,10.7660753,106.6910914,Food_Dining,cafe,Chill,59248,3.95,31,0.643,07:00,23:00,"afternoon,evening",True
472,Quán Bếp Mẹ Ỉn,10.7738278,106.6980609,Food_Dining,restaurant:vietnamese,Chill,229086,4.52,112,0.685,07:00,23:00,"afternoon,evening",True
473,The Coffee House;Đá Muối Himalaya DamiLama,10.796404,106.690969,Food_Dining,cafe,Chill,101380,4.11,66,0.315,07:00,23:00,"afternoon,evening",False
474,The Coffee House,10.7932368,106.6959784,Food_Dining,cafe,Chill,89860,3.99,81,0.419,07:00,23:00,"afternoon,evening",False
475,The Coffee House,10.778179,106.681205,Food_Dining,cafe,Chill,104917,4.33,37,0.273,07:00,23:00,"afternoon,evening",False
476,The Coffee House,10.794449,106.6680251,Food_Dining,cafe,Chill,58610,4.35,37,0.535,07:00,23:00,"afternoon,evening",False
477,The Coffee House,10.7855259,106.6819458,Food_Dining,cafe,Chill,115313,3.89,84,0.472,07:00,23:00,"afternoon,evening",False
478,Trà sữa TenRen,10.7831114,106.6962575,Food_Dining,cafe,Chill,112947,4.45,87,0.432,07:00,23:00,"afternoon,evening",False
479,The Coffee House,10.7740652,106.668449,Food_Dining,cafe,Chill,93159,4.01,83,0.365,07:00,23:00,"afternoon,evening",False
480,Nhà Hàng - Cafe Bookworm's,10.7663169,106.6913488,Food_Dining,restaurant,Chill,230387,4.43,86,0.787,07:00,23:00,"afternoon,evening",True
481,The Coffee House,10.7718466,106.6574966,Food_Dining,cafe,Chill,96497,4.51,33,0.343,07:00,23:00,"afternoon,evening",False
482,The Coffee House,10.7683299,106.6988431,Food_Dining,cafe,Chill,74407,4.6,49,0.7,07:00,23:00,"afternoon,evening",True
483,Nhà Hàng Gà Ta Sơn Ca,10.7824237,106.6672365,Food_Dining,restaurant:chicken,Chill,184894,3.87,114,0.402,07:00,23:00,"afternoon,evening",False
484,Cà Phê Cỏ May,10.8069937,106.689737,Food_Dining,cafe,Chill,57484,4.32,71,0.412,07:00,23:00,"afternoon,evening",False
485,ร้านขายยาส่ง,10.7809246,106.6660613,Food_Dining,cafe,Chill,83369,4.35,85,0.259,07:00,23:00,"afternoon,evening",False
486,POI_4292856296,10.773525,106.70642,Food_Dining,cafe,Chill,69788,4.3,69,0.684,07:00,23:00,"afternoon,evening",True
487,Cà Phê Brobingsu,10.8028716,106.732707,Food_Dining,cafe,Chill,49350,4.31,80,0.346,07:00,23:00,"afternoon,evening",False
488,Cà Phê Thảo Điền,10.8059272,106.740886,Food_Dining,cafe,Chill,42641,4.29,53,0.316,07:00,23:00,"afternoon,evening",False
489,Carl's Jr.,10.7787824,106.6996434,Food_Dining,fast_food,Local,113897,4.31,48,0.767,06:00,22:00,"morning,afternoon,evening",True
490,Cà Phê Chez Nous,10.804076,106.7366554,Food_Dining,cafe,Chill,50067,4.14,74,0.371,07:00,23:00,"afternoon,evening",False
491,The LooP,10.8060215,106.7353382,Food_Dining,restaurant:mediterranean,Chill,352672,4.12,65,0.368,07:00,23:00,"afternoon,evening",False
492,Starbucks,10.8031005,106.7376209,Food_Dining,cafe,Chill,100436,3.56,32,0.55,07:00,23:00,"afternoon,evening",False
493,Popeyes,10.804013,106.7373898,Food_Dining,fast_food,Local,117248,4.1,72,0.413,06:00,22:00,"morning,afternoon,evening",False
494,Trung Tâm Hội Nghị Capella,10.8093443,106.6775723,Food_Dining,restaurant,Chill,220853,4.32,82,0.34,07:00,23:00,"afternoon,evening",False
495,Nhà Hàng Gogi,10.7977766,106.6892286,Food_Dining,restaurant:grill,Chill,268618,4.73,78,0.394,07:00,23:00,"afternoon,evening",False
496,Nhà  Hàng Kobe BBQ,10.8016327,106.6540711,Food_Dining,restaurant,Chill,379651,4.01,92,0.53,07:00,23:00,"afternoon,evening",False
497,Phở Lệ,10.7553081,106.6736944,Food_Dining,restaurant:beef_bowl;noodles,Chill,169971,3.51,96,0.281,07:00,23:00,"afternoon,evening",False
498,Quán Bụi,10.8051922,106.7356992,Food_Dining,restaurant:vietnamese,Chill,240169,3.64,85,0.25,07:00,23:00,"afternoon,evening",False
499,Jolliebee Trần Hưng Đạo,10.7564895,106.6849749,Food_Dining,fast_food,Local,51386,3.98,41,0.449,06:00,22:00,"morning,afternoon,evening",False
500,Nhà Hàng Zìn Ký,10.7692725,106.6904171,Food_Dining,restaurant,Chill,220234,4.44,119,0.688,07:00,23:00,"afternoon,evening",True
501,Chuck's Burgers,10.7751229,106.7006493,Food_Dining,fast_food,Local,53066,4.63,29,0.669,06:00,22:00,"morning,afternoon,evening",True
502,Cà Phê A Đô,10.8024092,106.7115948,Food_Dining,cafe,Chill,100945,4.61,56,0.404,07:00,23:00,"afternoon,evening",False
503,Nhà Hàng Nam Phạm,10.778681,106.6921566,Food_Dining,restaurant,Chill,389955,4.64,93,0.664,07:00,23:00,"afternoon,evening",True
504,Nhà Hàng Cà Phê Fly Cupcake Garden,10.782195,106.6878302,Food_Dining,restaurant,Chill,177861,4.06,108,0.416,07:00,23:00,"afternoon,evening",False
505,Highlands Coffee,10.7686126,106.6934334,Food_Dining,cafe,Chill,43164,4.43,45,0.771,07:00,23:00,"afternoon,evening",True
506,Nhà Hàng Red House,10.7727251,106.6791334,Food_Dining,restaurant:vietnamese,Chill,261329,4.31,69,0.484,07:00,23:00,"afternoon,evening",False
507,Sa Đéc Quán,10.7820043,106.6932163,Food_Dining,restaurant:vietnamese,Chill,270704,3.98,94,0.299,07:00,23:00,"afternoon,evening",False
508,Nem Nướng Cô Điệp,10.7952872,106.6655599,Food_Dining,fast_food,Local,91787,4.77,52,0.276,06:00,22:00,"morning,afternoon,evening",False
509,Nhà Hàng Chay Phi Nhung,10.7927744,106.6881528,Food_Dining,restaurant:vietnamese,Chill,333087,4.16,71,0.413,07:00,23:00,"afternoon,evening",False
510,Nhà Hàng Nướng Chilli,10.7607921,106.7045826,Food_Dining,restaurant,Chill,180999,4.55,64,0.787,07:00,23:00,"afternoon,evening",True
511,Cà Phê Thức,10.7798626,106.6924403,Food_Dining,cafe,Chill,115882,4.14,62,0.727,07:00,23:00,"afternoon,evening",True
512,Cà Phê Phúc An,10.7977515,106.688418,Food_Dining,cafe,Chill,71565,4.01,63,0.323,07:00,23:00,"afternoon,evening",False
513,Quán Rockbar,10.7715792,106.7021603,Food_Dining,bar,Party,344808,4.53,74,0.695,18:00,02:00,night,True
514,드라마,10.7677182,106.6994586,Food_Dining,bar,Party,124235,4.35,65,0.697,18:00,02:00,night,True
515,Cà Phê Vừng Ơi,10.7815859,106.691294,Food_Dining,cafe,Chill,109161,3.8,63,0.531,07:00,23:00,"afternoon,evening",False
516,Cửa Hàng Bún Bò Viên Vườn Chuối,10.7741459,106.6829523,Food_Dining,restaurant,Chill,304509,3.73,84,0.29,07:00,23:00,"afternoon,evening",False
517,Quán Nhậu Bamboo,10.7918435,106.6626874,Food_Dining,restaurant,Chill,268303,4.71,84,0.445,07:00,23:00,"afternoon,evening",False
518,Chất Coffee Roasters & Bistro,10.7689536,106.6977346,Food_Dining,bar,Party,325226,3.61,49,0.61,18:00,02:00,night,True
519,Café Runam,10.7743456,106.7039054,Food_Dining,cafe,Chill,87393,4.68,39,0.692,07:00,23:00,"afternoon,evening",True
520,Nha hang Bac Trieu Tien Ryu Gyong,10.7827928,106.6893759,Food_Dining,restaurant:korean,Chill,208620,4.79,110,0.422,07:00,23:00,"afternoon,evening",False
521,Highlands Coffee,10.7881332,106.6996603,Food_Dining,cafe,Chill,77679,4.64,39,0.344,07:00,23:00,"afternoon,evening",False
522,Cơm Gà Tam Kỳ Hồng Nga,10.7685706,106.6871539,Food_Dining,restaurant:chicken,Chill,336044,3.53,107,0.461,07:00,23:00,"afternoon,evening",False
523,Cà Phê Nubei,10.765935,106.689767,Food_Dining,cafe,Chill,83492,4.14,66,0.395,07:00,23:00,"afternoon,evening",False
524,Highlands Coffee,10.7796762,106.6924435,Food_Dining,cafe,Chill,79699,3.55,79,0.691,07:00,23:00,"afternoon,evening",True
525,Công Viên Sala,10.7712694,106.7250457,Entertainment_Leisure,park,Family,0,4.21,35,0.478,09:00,21:30,"morning,afternoon",False
526,POI_4384877957,10.7946966,106.6767207,Food_Dining,cafe,Chill,82292,4.69,89,0.347,07:00,23:00,"afternoon,evening",False
527,Cộng Cà Phê,10.7666057,106.69208,Food_Dining,cafe,Chill,70452,3.75,50,0.847,07:00,23:00,"afternoon,evening",True
528,Quán Ăn Dim Sum House,10.7688832,106.6907172,Food_Dining,restaurant:chinese;asian,Chill,384923,4.51,114,0.846,07:00,23:00,"afternoon,evening",True
529,Suzuki Ramen Bar,10.7820109,106.7051946,Food_Dining,restaurant:japanese;ramen,Chill,494077,3.88,60,0.281,07:00,23:00,"afternoon,evening",False
530,Felix Coffee,10.7919269,106.6984474,Food_Dining,cafe,Chill,83467,4.23,63,0.269,07:00,23:00,"afternoon,evening",False
531,Taj Mahal,10.7680805,106.6925388,Food_Dining,restaurant:curry;indian,Chill,285036,4.69,119,0.641,07:00,23:00,"afternoon,evening",True
532,Lotteria,10.7707012,106.6730351,Food_Dining,fast_food,Local,61376,4.43,70,0.508,06:00,22:00,"morning,afternoon,evening",False
533,Nhà Hàng Ý Mumtaz,10.7659975,106.6909905,Food_Dining,restaurant:indian,Chill,158619,4.44,101,0.633,07:00,23:00,"afternoon,evening",True
534,Highlands Coffee,10.7854421,106.6986902,Food_Dining,cafe,Chill,81700,4.59,41,0.429,07:00,23:00,"afternoon,evening",False
535,sushi nhi,10.7907291,106.709854,Food_Dining,restaurant,Chill,169813,4.33,95,0.383,07:00,23:00,"afternoon,evening",False
536,Cà Phê KooKu,10.783391,106.689237,Food_Dining,cafe,Chill,103708,4.32,81,0.293,07:00,23:00,"afternoon,evening",False
537,POI_4423818692,10.7750614,106.6974194,Food_Dining,cafe,Chill,62122,3.92,81,0.572,07:00,23:00,"afternoon,evening",True
538,The Hungry Pig,10.7656371,106.6899653,Food_Dining,restaurant:bagel;sandwich,Chill,235681,3.51,85,0.537,07:00,23:00,"afternoon,evening",False
539,Viet Village,10.7886408,106.6992852,Food_Dining,restaurant,Chill,159606,4.2,79,0.442,07:00,23:00,"afternoon,evening",False
540,Pasta Paradise,10.7744515,106.6900932,Food_Dining,restaurant,Chill,365600,4.24,114,0.602,07:00,23:00,"afternoon,evening",True
541,Quán Cà Phê Phúc Long,10.8006115,106.6606041,Food_Dining,cafe,Chill,106537,4.56,34,0.311,07:00,23:00,"afternoon,evening",False
542,Ngon Asian,10.773464,106.703829,Food_Dining,restaurant:chinese;japanese;thai;vietnamese,Chill,326156,3.94,60,0.737,07:00,23:00,"afternoon,evening",True
543,POI_4451200391,10.8160769,106.6647223,Entertainment_Leisure,other,Local,135825,4.1,87,0.332,06:00,22:00,"morning,afternoon,evening",False
544,rạp chiếu phim CGV,10.7781862,106.7017849,Entertainment_Leisure,cinema,Family,82313,4.36,120,0.816,09:00,21:30,"morning,afternoon",True
545,Quán 163 Cyclo Bar,10.7692297,106.6942265,Food_Dining,bar,Party,134537,4.01,32,0.848,18:00,02:00,night,True
546,Hoan hy chay - vegetarian restaurant,10.7769769,106.6881198,Food_Dining,restaurant,Chill,194316,4.6,63,0.339,07:00,23:00,"afternoon,evening",False
547,Nhà Hàng Soul Burger,10.7724373,106.6988409,Food_Dining,restaurant:burger,Chill,262050,3.61,91,0.599,07:00,23:00,"afternoon,evening",True
548,Phat's Dumping House,10.8041819,106.7366041,Food_Dining,restaurant,Chill,185555,3.52,61,0.29,07:00,23:00,"afternoon,evening",False
549,Cà Phê Rita Võ,10.7982919,106.7328138,Food_Dining,cafe,Chill,43143,4.13,74,0.331,07:00,23:00,"afternoon,evening",False
550,Chay Việt An,10.7927349,106.6897313,Food_Dining,restaurant:vietnamese,Chill,157850,4.75,86,0.331,07:00,23:00,"afternoon,evening",False
551,Bar's Bar,10.7726551,106.6971203,Food_Dining,bar,Party,276512,4.72,76,0.691,18:00,02:00,night,True
552,Cà Phê Hi End,10.789177,106.7002172,Food_Dining,cafe,Chill,58033,3.77,52,0.426,07:00,23:00,"afternoon,evening",False
553,POI_4461572289,10.803386,106.6608503,Food_Dining,restaurant,Chill,365190,3.66,88,0.486,07:00,23:00,"afternoon,evening",False
554,Trung Nguyên Coffee,10.8016989,106.7115786,Food_Dining,cafe,Chill,69981,3.99,47,0.329,07:00,23:00,"afternoon,evening",False
555,Cafe Lowther,10.787386,106.6827402,Food_Dining,cafe,Chill,73702,4.63,56,0.339,07:00,23:00,"afternoon,evening",False
556,Quán Game On Sports Pub,10.7728977,106.7033292,Food_Dining,bar,Party,369135,3.6,25,0.718,18:00,02:00,night,True
557,Broscafe,10.7862643,106.6954336,Food_Dining,cafe,Chill,95783,3.7,75,0.404,07:00,23:00,"afternoon,evening",False
558,Cà Phê Lisa,10.7965478,106.6855057,Food_Dining,cafe,Chill,116485,3.58,84,0.337,07:00,23:00,"afternoon,evening",False
559,Quán Bánh Đa Cua,10.7893707,106.6623077,Food_Dining,restaurant,Chill,239246,3.92,108,0.412,07:00,23:00,"afternoon,evening",False
560,POI_4500809444,10.7653465,106.7021995,Food_Dining,cafe,Chill,98560,4.79,75,0.739,07:00,23:00,"afternoon,evening",True
561,The Gioi Donut,10.7880068,106.6918928,Food_Dining,cafe,Chill,72051,3.5,30,0.297,07:00,23:00,"afternoon,evening",False
562,Jake's BBQ,10.7715828,106.7022705,Food_Dining,restaurant,Chill,331053,3.88,114,0.676,07:00,23:00,"afternoon,evening",True
563,Cà Phê Chế,10.762242,106.7015048,Food_Dining,cafe,Chill,52198,3.57,78,0.589,07:00,23:00,"afternoon,evening",True
564,Cà Phê Bingsu World,10.7758815,106.689603,Food_Dining,cafe,Chill,81649,4.3,72,0.325,07:00,23:00,"afternoon,evening",False
565,Nhà Hàng Chay Hum,10.7786518,106.6920846,Food_Dining,restaurant:vietnamese,Chill,205483,4.35,73,0.757,07:00,23:00,"afternoon,evening",True
566,Nhà Hàng Sari Đặc Sản Phan Thiết,10.7791058,106.669572,Food_Dining,restaurant,Chill,256879,3.63,96,0.398,07:00,23:00,"afternoon,evening",False
567,the flying rice 🍚Com Niue Sai Gon,10.7764625,106.6875429,Food_Dining,restaurant,Chill,203005,4.0,74,0.494,07:00,23:00,"afternoon,evening",False
568,Nhà Hàng Làng Việt,10.7807511,106.6938626,Food_Dining,restaurant,Chill,343054,4.26,97,0.418,07:00,23:00,"afternoon,evening",False
569,BHD Cinema,10.8024971,106.7415514,Entertainment_Leisure,cinema,Family,72587,4.7,120,0.371,09:00,21:30,"morning,afternoon",False
570,WinMart,10.8024983,106.741571,Shopping_Commerce,shop:supermarket,Local,100680,4.67,89,0.546,06:00,22:00,"morning,afternoon,evening",False
571,UU restaurant,10.7822974,106.6961228,Food_Dining,restaurant,Chill,291715,3.74,89,0.363,07:00,23:00,"afternoon,evening",False
572,Hủ Tiếu Sườn Né Đào,10.7718998,106.6921906,Food_Dining,restaurant,Chill,188749,4.01,86,0.809,07:00,23:00,"afternoon,evening",True
573,Miko sushi,10.7977328,106.7290617,Food_Dining,restaurant:sushi,Chill,167713,4.1,102,0.387,07:00,23:00,"afternoon,evening",False
574,Nhà Hàng Chaba Thai,10.7734967,106.6973611,Food_Dining,restaurant:thai,Chill,259884,4.5,110,0.772,07:00,23:00,"afternoon,evening",True
575,Highlands Coffee,10.7706252,106.7031762,Food_Dining,cafe,Chill,96857,3.71,88,0.844,07:00,23:00,"afternoon,evening",True
576,POI_4550634342,10.7721197,106.7040298,Food_Dining,fast_food,Local,75656,3.73,88,0.627,06:00,22:00,"morning,afternoon,evening",True
577,Trà Sữa R&B,10.7721465,106.7040893,Food_Dining,cafe,Chill,67812,4.73,78,0.694,07:00,23:00,"afternoon,evening",True
578,Nhà Hàng Spice India,10.7675973,106.694792,Food_Dining,restaurant:indian,Chill,172384,4.32,90,0.615,07:00,23:00,"afternoon,evening",True
579,Cà Phê Bazzan,10.7670123,106.6941169,Food_Dining,cafe,Chill,93972,4.29,84,0.584,07:00,23:00,"afternoon,evening",True
580,Nhà Hàng TNT BBQ,10.7722284,106.6942795,Food_Dining,restaurant:american;barbecue,Party,262169,3.9,114,0.735,18:00,02:00,night,True
581,Sky Bistro,10.7751496,106.7005091,Food_Dining,restaurant,Chill,377075,4.36,79,0.61,07:00,23:00,"afternoon,evening",True
582,Cửa Hàng Thời Trang Luis Vuitton,10.7759308,106.7030285,Shopping_Commerce,shop:clothes,Local,39759,3.64,73,0.769,06:00,22:00,"morning,afternoon,evening",True
583,Nhà Hàng Don Chicken,10.7705516,106.7044952,Food_Dining,restaurant,Chill,266893,4.62,93,0.551,07:00,23:00,"afternoon,evening",True
584,Cà Phê Saigon,10.7732497,106.7063052,Food_Dining,cafe,Chill,93822,4.16,44,0.776,07:00,23:00,"afternoon,evening",True
585,Quán Beer Oneplus,10.7842458,106.7036904,Food_Dining,bar,Party,317541,3.68,54,0.4,18:00,02:00,night,False
586,Highlands Coffee,10.8012431,106.652915,Food_Dining,cafe,Chill,53538,4.63,48,0.502,07:00,23:00,"afternoon,evening",False
587,Cà Phê Milano,10.7799029,106.6843953,Food_Dining,cafe,Chill,45190,3.73,84,0.545,07:00,23:00,"afternoon,evening",False
